1i	Event	0.7816782456278433	Non-Event	0.2183217543721567
1j	Event	0.8321080575010706	Non-Event	0.16789194249892925
2i	Event	0.7816782456278433	Non-Event	0.2183217543721567
2j	Event	0.992410992427983	Non-Event	0.007589007572016878
3i	Event	0.7816782456278433	Non-Event	0.2183217543721567
3j	Event	0.9944562120089094	Non-Event	0.005543787991090681
4i	Event	0.7816782456278433	Non-Event	0.2183217543721567
4j	Event	1.5058997129375784E-4	Non-Event	0.9998494100287062
5i	Event	0.7816782456278433	Non-Event	0.2183217543721567
5j	Event	0.9999185679117261	Non-Event	8.143208827386877E-5
6i	Event	0.7816782456278433	Non-Event	0.2183217543721567
6j	Event	0.8321080575010706	Non-Event	0.16789194249892925
7i	Event	0.7816782456278433	Non-Event	0.2183217543721567
7j	Event	0.9993293170274781	Non-Event	6.706829725218564E-4
8i	Event	0.7816782456278433	Non-Event	0.2183217543721567
8j	Event	0.9925947783305973	Non-Event	0.007405221669402802
9i	Event	0.7816782456278433	Non-Event	0.2183217543721567
9j	Event	0.9900992743405634	Non-Event	0.00990072565943644
10i	Event	0.7816782456278433	Non-Event	0.2183217543721567
10j	Event	0.003069148385124846	Non-Event	0.996930851614875
11i	Event	0.7816782456278433	Non-Event	0.2183217543721567
11j	Event	0.003069148385124846	Non-Event	0.996930851614875
12i	Event	0.7816782456278433	Non-Event	0.2183217543721567
12j	Event	0.021135996849276115	Non-Event	0.9788640031507237
13i	Event	0.7816782456278433	Non-Event	0.2183217543721567
13j	Event	0.74858816793692	Non-Event	0.25141183206308
14i	Event	0.7816782456278433	Non-Event	0.2183217543721567
14j	Event	0.887815948496499	Non-Event	0.11218405150350104
15i	Event	0.7816782456278433	Non-Event	0.2183217543721567
15j	Event	0.0030149068281570533	Non-Event	0.9969850931718429
16i	Event	0.7816782456278433	Non-Event	0.2183217543721567
16j	Event	0.992410992427983	Non-Event	0.007589007572016878
17i	Event	0.7816782456278433	Non-Event	0.2183217543721567
17j	Event	0.9748405703126547	Non-Event	0.025159429687345216
18i	Event	0.7816782456278433	Non-Event	0.2183217543721567
18j	Event	0.9996102181902977	Non-Event	3.8978180970222726E-4
19i	Event	0.7816782456278433	Non-Event	0.2183217543721567
19j	Event	0.7563294319117206	Non-Event	0.24367056808827933
20i	Event	0.7816782456278433	Non-Event	0.2183217543721567
20j	Event	0.7563294319117206	Non-Event	0.24367056808827933
21i	Event	0.7816782456278433	Non-Event	0.2183217543721567
21j	Event	0.7563294319117206	Non-Event	0.24367056808827933
22i	Event	0.7816782456278433	Non-Event	0.2183217543721567
22j	Event	0.7563294319117206	Non-Event	0.24367056808827933
23i	Event	0.7816782456278433	Non-Event	0.2183217543721567
23j	Event	0.9999999975436158	Non-Event	2.4563842184945515E-9
24i	Event	0.7816782456278433	Non-Event	0.2183217543721567
24j	Event	0.9999999975436158	Non-Event	2.4563842184945515E-9
25i	Event	0.7816782456278433	Non-Event	0.2183217543721567
25j	Event	0.9999999983743879	Non-Event	1.6256120994518592E-9
26i	Event	0.7816782456278433	Non-Event	0.2183217543721567
26j	Event	0.9999999983743879	Non-Event	1.6256120994518592E-9
27i	Event	0.7816782456278433	Non-Event	0.2183217543721567
