1i	Event	0.9454551020330073	Non-Event	0.05454489796699275
1j	Event	0.9191130531658973	Non-Event	0.08088694683410268
2i	Event	0.9454551020330073	Non-Event	0.05454489796699275
2j	Event	0.9836783606060553	Non-Event	0.01632163939394467
3i	Event	0.9454551020330073	Non-Event	0.05454489796699275
3j	Event	0.97649783991647	Non-Event	0.023502160083529962
4i	Event	0.9454551020330073	Non-Event	0.05454489796699275
4j	Event	0.027661927100760552	Non-Event	0.9723380728992395
5i	Event	0.9454551020330073	Non-Event	0.05454489796699275
5j	Event	0.9903031860437228	Non-Event	0.009696813956277188
6i	Event	0.9454551020330073	Non-Event	0.05454489796699275
6j	Event	0.9191130531658973	Non-Event	0.08088694683410268
7i	Event	0.9454551020330073	Non-Event	0.05454489796699275
7j	Event	0.9945515210901983	Non-Event	0.005448478909801591
8i	Event	0.9454551020330073	Non-Event	0.05454489796699275
8j	Event	0.9649046566376648	Non-Event	0.03509534336233511
9i	Event	0.9454551020330073	Non-Event	0.05454489796699275
9j	Event	0.9722603330277433	Non-Event	0.027739666972256775
10i	Event	0.9454551020330073	Non-Event	0.05454489796699275
10j	Event	0.26344422906488346	Non-Event	0.7365557709351165
11i	Event	0.9454551020330073	Non-Event	0.05454489796699275
11j	Event	0.26344422906488346	Non-Event	0.7365557709351165
12i	Event	0.9454551020330073	Non-Event	0.05454489796699275
12j	Event	0.34081257307375706	Non-Event	0.6591874269262429
13i	Event	0.9454551020330073	Non-Event	0.05454489796699275
13j	Event	0.8517624083436556	Non-Event	0.14823759165634448
14i	Event	0.9454551020330073	Non-Event	0.05454489796699275
14j	Event	0.9352485133278625	Non-Event	0.06475148667213752
15i	Event	0.9454551020330073	Non-Event	0.05454489796699275
15j	Event	0.09101888511400093	Non-Event	0.9089811148859991
16i	Event	0.9454551020330073	Non-Event	0.05454489796699275
16j	Event	0.9754368248903814	Non-Event	0.024563175109618637
17i	Event	0.9454551020330073	Non-Event	0.05454489796699275
17j	Event	0.9677684431181226	Non-Event	0.0322315568818774
18i	Event	0.9454551020330073	Non-Event	0.05454489796699275
18j	Event	0.9893045210485576	Non-Event	0.01069547895144245
19i	Event	0.9454551020330073	Non-Event	0.05454489796699275
19j	Event	0.8993893320981909	Non-Event	0.10061066790180917
20i	Event	0.9454551020330073	Non-Event	0.05454489796699275
20j	Event	0.8993893320981909	Non-Event	0.10061066790180917
21i	Event	0.9454551020330073	Non-Event	0.05454489796699275
21j	Event	0.8993893320981909	Non-Event	0.10061066790180917
22i	Event	0.9454551020330073	Non-Event	0.05454489796699275
22j	Event	0.8993893320981909	Non-Event	0.10061066790180917
23i	Event	0.9454551020330073	Non-Event	0.05454489796699275
23j	Event	0.9994138269435411	Non-Event	5.861730564589331E-4
24i	Event	0.9454551020330073	Non-Event	0.05454489796699275
24j	Event	0.9994138269435411	Non-Event	5.861730564589331E-4
25i	Event	0.9454551020330073	Non-Event	0.05454489796699275
25j	Event	0.9995779355238503	Non-Event	4.22064476149708E-4
26i	Event	0.9454551020330073	Non-Event	0.05454489796699275
26j	Event	0.9995779355238503	Non-Event	4.22064476149708E-4
27i	Event	0.9454551020330073	Non-Event	0.05454489796699275
27j	Event	0.9995779355238503	Non-Event	4.22064476149708E-4
28i	Event	0.9454551020330073	Non-Event	0.05454489796699275
28j	Event	0.46423571840630296	Non-Event	0.535764281593697
29i	Event	0.9454551020330073	Non-Event	0.05454489796699275
29j	Event	0.939636274740455	Non-Event	0.060363725259545004
30i	Event	0.9454551020330073	Non-Event	0.05454489796699275
30j	Event	0.9191130531658973	Non-Event	0.08088694683410268
31i	Event	0.9454551020330073	Non-Event	0.05454489796699275
31j	Event	0.9179908605881579	Non-Event	0.08200913941184201
32i	Event	0.9191130531658973	Non-Event	0.08088694683410268
